file_name,status,num_islands,rows_retained,alert_type,max_gap_before,max_gap_after,clipping_density,features_healed,healing_details,integrity_comment
2023-09-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-09-23_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-21_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-09-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-09-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-09-18_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-09-24_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-09-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-09-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-09-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-25_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-09-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-27_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-09-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-01_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-10-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-10-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0868%,,,Passed
2023-10-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-10-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-10-21_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-18_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-25_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-23_BTCUSDT_ob500.data.zip,VALID,1,288,HIGH_TAIL_VOL,5.00,0.00,0.0000%,,,Passed
2023-11-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-27_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-10-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-11-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-11-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-11-12_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-11-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-11-11_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-10-31_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-11-10_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-10-24_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-11-01_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-11-13_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-11-18_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-14_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-11-17_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-15_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-20_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-16_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-11-19_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-25_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-11-21_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-23_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-11-26_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-11-24_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-22_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-27_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0579%,,,Passed
2023-11-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-12-10_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-11-30_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-01_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-02_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-11-29_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-09_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-12-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-12-08_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-12-03_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-16_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-12-23_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-17_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-21_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-06_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-24_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-15_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-12-04_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0579%,,,Passed
2023-12-22_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0579%,,,Passed
2023-12-11_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-05_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0868%,,,Passed
2023-12-07_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-19_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-12-20_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2023-12-18_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2023-12-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2023-12-25_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0579%,,,Passed
2023-12-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-12-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2023-12-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-12-31_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2023-12-27_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2024-01-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-01_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-21_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-01-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-01-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-01-27_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-18_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-25_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-24_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-23_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-01-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-02-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-01-31_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-01_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-02-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-24_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2024-02-25_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0289%,,,Passed
2024-02-23_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-02-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-18_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-21_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-03-02_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-02-26_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-02-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-01_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0579%,,,Passed
2024-03-03_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-02-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-27_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-03-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-02-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-04_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-03-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-02-28_BTCUSDT_ob500.data.zip,VALID,1,288,DEAD_FEATURE,5.00,0.00,0.0000%,,,Passed
2024-03-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-31_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-18_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-23_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-01_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-21_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-03-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-24_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-27_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-03-25_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-03-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-03-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-04-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-04-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-20_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-21_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-23_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-22_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-27_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-28_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-25_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-14_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-24_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-26_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-04_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-05_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-29_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-15_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-05-02_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-05-03_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-05-09_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-08_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-17_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-04-16_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-05-12_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-05-06_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0579%,,,Passed
2024-04-19_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-10_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0289%,,,Passed
2024-05-07_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-04-30_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-11_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
2024-05-13_BTCUSDT_ob500.data.zip,VALID,1,288,NONE,5.00,0.00,0.0000%,,,Passed
